8,	1,	1,	29,	29,	2,	2,
1,	2,	1,	65,	57,	2,	1,
1,	2,	1,	50,	42,	1,	1,
1,	2,	1,	39,	39,	1,	1,
1,	2,	1,	40,	34,	1,	1,
1,	2,	1,	47,	47,	1,	1,
4,	2,	1,	56,	48,	2,	2,
4,	2,	1,	46,	39,	2,	2,
1,	1,	1,	38,	34,	2,	2,
1,	1,	1,	44,	34,	2,	1,
1,	1,	1,	40,	34,	2,	2,
1,	1,	1,	52,	45,	1,	1,
1,	1,	1,	40,	34,	1,	2,
4,	1,	1,	46,	39,	2,	2,
4,	1,	1,	31,	29,	2,	1,
8,	1,	1,	45,	42,	2,	1,
1,	1,	1,	35,	30,	1,	2,
1,	2,	1,	51,	46,	2,	2,
1,	1,	1,	30,	30,	2,	1,
2,	1,	1,	34,	34,	2,	2,
3,	2,	1,	83,	42,	2,	2,
1,	2,	1,	31,	30,	2,	2,
1,	2,	1,	45,	44,	2,	2,
1,	2,	1,	52,	49,	1,	1,
1,	2,	1,	80,	59,	2,	2,
4,	2,	1,	66,	41,	2,	2,
4,	2,	1,	42,	42,	2,	2,
5,	2,	1,	87,	44,	2,	2,
6,	1,	1,	36,	32,	2,	1,
8,	2,	1,	44,	42,	2,	2,
1,	1,	1,	32,	30,	1,	1,
4,	1,	1,	37,	42,	2,	2,
4,	1,	1,	48,	46,	1,	1,
9,	2,	1,	29,	29,	2,	1,
9,	2,	1,	48,	48,	1,	1,
1,	2,	1,	44,	41,	2,	2,
1,	2,	1,	52,	33,	2,	2,
5,	2,	1,	57,	43,	2,	2,
1,	1,	1,	39,	35,	2,	1,
1,	1,	1,	40,	36,	2,	2,
2,	1,	1,	35,	33,	2,	2,
9,	2,	2,	78,	75,	1,	2,
8,	2,	2,	130,	65,	2,	2,
9,	2,	2,	60,	60,	2,	2,
3,	2,	2,	65,	52,	2,	2,
1,	1,	1,	28,	28,	2,	1,
1,	1,	1,	27,	27,	2,	1,
8,	1,	1,	36,	34,	2,	2,
8,	1,	1,	37,	37,	2,	1,
1,	2,	1,	52,	46,	2,	1,
1,	2,	1,	59,	59,	1,	2,
1,	2,	1,	56,	52,	1,	1,
4,	2,	1,	67,	67,	1,	1,
8,	2,	1,	43,	38,	2,	1,
1,	2,	1,	41,	37,	2,	1,
6,	1,	1,	52,	52,	2,	2,
9,	1,	1,	33,	31,	2,	1,
1,	1,	1,	35,	32,	2,	2,
1,	1,	1,	42,	37,	2,	2,
1,	1,	1,	46,	42,	1,	2,
1,	1,	1,	34,	34,	2,	2,
4,	1,	1,	27,	24,	2,	2,
8,	1,	1,	40,	40,	2,	2,
2,	1,	1,	38,	38,	2,	1,
5,	1,	1,	33,	29,	1,	1,
1,	2,	1,	50,	45,	2,	2,
9,	2,	2,	53,	44,	2,	2,
9,	2,	1,	49,	41,	2,	2,
9,	2,	1,	52,	50,	2,	2,
1,	2,	1,	60,	40,	2,	2,
1,	2,	1,	55,	52,	2,	1,
1,	2,	1,	46,	42,	1,	1,
1,	2,	2,	52,	45,	2,	1,
1,	2,	1,	47,	40,	1,	1,
1,	2,	1,	45,	40,	1,	1,
1,	2,	1,	50,	40,	2,	2,
1,	2,	1,	59,	54,	2,	2,
1,	2,	1,	44,	41,	2,	2,
1,	2,	1,	37,	37,	1,	2,
1,	1,	1,	40,	36,	2,	2,
1,	2,	1,	78,	42,	2,	1,
4,	2,	2,	65,	54,	2,	2,
4,	2,	1,	52,	50,	2,	1,
8,	1,	1,	32,	32,	2,	1,
8,	2,	1,	56,	56,	1,	1,
8,	2,	1,	37,	35,	1,	1,
2,	2,	1,	76,	38,	1,	1,
7,	1,	1,	43,	36,	2,	1,
5,	2,	1,	46,	40,	1,	1,
6,	2,	1,	52,	49,	1,	2,
6,	2,	1,	45,	39,	1,	1,
3,	2,	1,	49,	43,	1,	1,
1,	1,	1,	43,	36,	1,	1,
1,	1,	1,	41,	34,	1,	1,
1,	1,	1,	28,	28,	1,	1,
1,	1,	1,	38,	34,	1,	2,
8,	1,	1,	42,	42,	1,	2,
5,	1,	1,	37,	32,	1,	2,
6,	1,	1,	34,	31,	2,	2,
1,	2,	1,	52,	47,	2,	2,
1,	2,	1,	40,	40,	2,	1,
8,	2,	1,	65,	64,	2,	2,
6,	2,	1,	52,	44,	2,	2,
9,	1,	1,	42,	39,	2,	2,
1,	1,	1,	48,	39,	2,	2,
8,	1,	1,	45,	45,	2,	1,
5,	2,	1,	51,	51,	2,	2,
1,	2,	1,	56,	50,	2,	2,
1,	2,	2,	52,	42,	2,	2,
1,	2,	2,	70,	62,	2,	2,
1,	2,	1,	50,	50,	2,	1,
1,	2,	1,	85,	66,	1,	1,
1,	2,	1,	85,	44,	2,	1,
5,	2,	1,	50,	45,	2,	2,
1,	2,	1,	42,	35,	2,	1,
1,	1,	1,	41,	36,	2,	2,
1,	1,	3,	12,	125,	1,	1,
1,	1,	1,	33,	30,	2,	1,
1,	1,	1,	38,	38,	2,	1,
1,	1,	1,	32,	32,	2,	2,
4,	1,	2,	52,	43,	2,	2,
4,	1,	1,	36,	23,	1,	1,
4,	1,	1,	34,	34,	2,	2,
8,	1,	1,	17,	17,	2,	2,
7,	1,	1,	35,	35,	1,	1,
7,	1,	1,	32,	27,	1,	1,
5,	1,	1,	31,	27,	2,	2,
9,	2,	1,	155,	76,	2,	1,
9,	2,	2,	51,	48,	2,	1,
9,	2,	1,	40,	31,	2,	2,
3,	2,	1,	155,	76,	2,	1,
1,	2,	1,	88,	82,	2,	1,
1,	2,	1,	61,	51,	2,	1,
1,	2,	1,	44,	44,	2,	2,
1,	2,	2,	229,	142,	1,	2,
1,	2,	1,	50,	50,	2,	2,
1,	2,	1,	47,	43,	2,	2,
1,	2,	2,	90,	77,	1,	2,
1,	2,	1,	47,	43,	1,	1,
1,	2,	1,	127,	127,	1,	2,
4,	2,	1,	38,	38,	1,	2,
4,	2,	1,	155,	76,	2,	1,
4,	2,	1,	41,	38,	2,	2,
4,	2,	1,	46,	46,	1,	2,
4,	2,	1,	59,	55,	2,	2,
4,	2,	1,	63,	59,	2,	1,
4,	2,	2,	79,	74,	2,	2,
4,	2,	1,	41,	41,	2,	2,
4,	2,	1,	50,	45,	2,	1,
4,	2,	1,	62,	56,	1,	1,
8,	2,	1,	40,	40,	2,	1,
8,	2,	1,	48,	42,	1,	1,
2,	2,	1,	49,	42,	1,	1,
2,	2,	1,	155,	76,	1,	1,
7,	2,	1,	46,	41,	2,	2,
5,	2,	1,	46,	38,	2,	1,
6,	2,	1,	52,	52,	2,	1,
9,	1,	1,	38,	35,	2,	1,
9,	1,	1,	49,	35,	1,	1,
1,	1,	1,	36,	32,	2,	1,
4,	1,	1,	43,	43,	1,	1,
2,	1,	1,	35,	30,	2,	1,
9,	2,	1,	48,	42,	2,	2,
9,	2,	1,	45,	41,	1,	1,
1,	2,	1,	57,	50,	2,	1,
1,	2,	2,	68,	68,	1,	1,
1,	2,	2,	46,	42,	2,	1,
1,	2,	1,	68,	68,	2,	2,
4,	2,	1,	50,	48,	2,	2,
4,	2,	1,	32,	32,	2,	2,
4,	2,	1,	42,	42,	2,	2,
4,	2,	1,	55,	50,	2,	2,
8,	2,	1,	43,	41,	1,	2,
2,	2,	1,	60,	40,	2,	2,
7,	2,	1,	60,	54,	2,	2,
9,	2,	1,	83,	80,	2,	2,
9,	1,	1,	42,	40,	2,	2,
1,	2,	3,	99,	81,	2,	2,
4,	1,	2,	51,	51,	2,	2,
8,	1,	1,	30,	30,	2,	1,
8,	1,	1,	18,	18,	2,	2,
2,	2,	1,	85,	85,	2,	2,
2,	1,	1,	114,	71,	2,	1,
7,	1,	1,	51,	46,	2,	1,
5,	1,	1,	41,	37,	2,	2,
5,	2,	1,	57,	54,	2,	1,
5,	2,	2,	73,	55,	2,	2,
5,	2,	2,	58,	55,	2,	2,
5,	2,	2,	51,	51,	2,	2,
5,	1,	2,	59,	42,	1,	2,
6,	2,	1,	64,	58,	1,	1,
9,	2,	1,	92,	45,	1,	1,
9,	2,	1,	54,	45,	1,	1,
9,	2,	2,	55,	55,	2,	2,
9,	2,	1,	36,	28,	1,	2,
9,	2,	1,	51,	48,	2,	1,
1,	2,	1,	106,	106,	2,	2,
1,	2,	1,	54,	54,	2,	1,
1,	2,	1,	45,	43,	1,	1,
1,	2,	1,	55,	55,	2,	2,
1,	1,	1,	34,	30,	1,	1,
1,	2,	1,	41,	40,	2,	2,
1,	2,	1,	33,	31,	2,	1,
1,	2,	1,	60,	50,	2,	2,
1,	2,	1,	49,	43,	1,	2,
1,	2,	1,	42,	42,	1,	2,
1,	2,	2,	60,	54,	2,	2,
4,	2,	1,	39,	39,	2,	2,
4,	2,	1,	51,	48,	2,	1,
4,	2,	1,	38,	38,	2,	1,
8,	2,	2,	69,	69,	2,	2,
8,	2,	1,	51,	51,	2,	2,
8,	2,	2,	61,	61,	2,	2,
8,	1,	1,	28,	28,	2,	2,
2,	2,	1,	51,	48,	2,	1,
5,	2,	1,	56,	41,	2,	1,
5,	2,	1,	37,	34,	2,	1,
6,	1,	1,	35,	32,	2,	2,
9,	2,	1,	66,	66,	1,	1,
8,	2,	1,	60,	60,	2,	2,
9,	2,	2,	75,	53,	2,	2,
1,	2,	1,	57,	57,	1,	1,
1,	2,	1,	71,	56,	2,	2,
4,	2,	2,	75,	53,	1,	1,
2,	2,	1,	83,	38,	2,	2,
2,	1,	1,	44,	38,	1,	1,
7,	2,	1,	34,	34,	2,	2,
5,	2,	1,	44,	44,	2,	2,
5,	1,	1,	37,	31,	1,	1,
2,	2,	2,	69,	52,	1,	2,
1,	1,	1,	30,	30,	2,	2,
1,	1,	1,	50,	34,	1,	1,
1,	1,	1,	22,	19,	2,	1,
5,	1,	1,	38,	33,	2,	2,
9,	2,	1,	58,	50,	2,	2,
3,	2,	1,	61,	54,	2,	2,
1,	2,	1,	44,	44,	2,	1,
4,	2,	1,	65,	62,	1,	1,
4,	2,	1,	53,	47,	1,	1,
5,	2,	1,	42,	42,	2,	1,
5,	2,	1,	53,	47,	2,	2,
9,	1,	1,	33,	30,	2,	2,
1,	1,	1,	34,	31,	2,	1,
1,	1,	1,	91,	53,	1,	1,
1,	1,	1,	50,	46,	1,	1,
4,	1,	1,	33,	29,	2,	1,
4,	1,	1,	33,	33,	2,	1,
9,	2,	1,	42,	38,	2,	2,
9,	2,	1,	61,	49,	2,	2,
9,	2,	1,	42,	36,	2,	1,
3,	2,	1,	48,	43,	2,	1,
1,	2,	1,	71,	57,	2,	1,
1,	2,	1,	87,	43,	1,	1,
1,	2,	1,	45,	45,	2,	2,
1,	2,	1,	51,	46,	1,	1,
1,	2,	1,	49,	42,	2,	1,
4,	2,	1,	48,	45,	2,	2,
4,	2,	1,	55,	36,	1,	1,
4,	2,	1,	44,	36,	2,	2,
4,	2,	1,	55,	36,	1,	1,
4,	2,	1,	44,	36,	2,	1,
4,	2,	1,	38,	33,	2,	1,
8,	2,	1,	55,	55,	2,	1,
8,	2,	1,	32,	32,	2,	1,
8,	2,	1,	37,	31,	2,	2,
2,	2,	2,	53,	47,	2,	1,
5,	2,	1,	59,	50,	2,	1,
5,	2,	1,	52,	49,	2,	2,
5,	2,	1,	37,	36,	2,	1,
3,	1,	1,	26,	26,	1,	1,
1,	1,	1,	56,	46,	2,	1,
1,	1,	1,	39,	36,	2,	1,
1,	1,	1,	61,	34,	1,	2,
1,	1,	1,	45,	35,	2,	2,
1,	1,	1,	27,	27,	2,	2,
2,	1,	1,	39,	37,	2,	2,
2,	1,	1,	28,	25,	1,	1,
5,	1,	1,	43,	33,	2,	1,
9,	2,	1,	42,	42,	2,	1,
9,	2,	1,	49,	43,	1,	1,
9,	1,	1,	38,	38,	2,	2,
3,	2,	1,	57,	42,	1,	1,
1,	2,	1,	32,	32,	2,	2,
1,	2,	1,	50,	44,	2,	2,
1,	2,	1,	64,	52,	1,	1,
1,	2,	1,	62,	58,	2,	2,
1,	2,	1,	62,	48,	2,	2,
1,	2,	1,	38,	38,	1,	1,
1,	2,	1,	49,	46,	1,	1,
4,	2,	1,	52,	43,	1,	2,
4,	2,	1,	44,	39,	1,	1,
4,	2,	1,	64,	52,	2,	2,
4,	2,	2,	53,	53,	1,	1,
4,	2,	1,	48,	39,	1,	1,
4,	2,	1,	59,	49,	1,	1,
4,	1,	1,	35,	31,	2,	2,
4,	2,	1,	52,	48,	1,	1,
8,	2,	1,	48,	44,	2,	2,
8,	2,	1,	82,	72,	2,	2,
8,	2,	1,	60,	58,	2,	2,
8,	1,	1,	40,	40,	1,	1,
7,	2,	1,	33,	31,	1,	1,
5,	2,	1,	44,	41,	2,	1,
5,	2,	2,	95,	70,	2,	1,
5,	2,	1,	98,	42,	1,	1,
1,	1,	1,	26,	26,	2,	1,
5,	1,	1,	44,	40,	2,	2,
9,	2,	2,	52,	43,	1,	1,
1,	2,	1,	51,	45,	2,	1,
1,	2,	1,	53,	45,	2,	2,
1,	2,	1,	55,	55,	2,	2,
1,	2,	1,	42,	40,	2,	1,
4,	2,	1,	64,	56,	2,	2,
4,	2,	1,	52,	47,	1,	1,
8,	2,	1,	37,	37,	2,	2,
2,	2,	1,	42,	36,	2,	2,
5,	2,	1,	45,	40,	2,	1,
6,	2,	1,	84,	36,	2,	2,
1,	2,	1,	40,	34,	1,	1,
2,	2,	1,	46,	43,	1,	1,
7,	2,	1,	64,	48,	2,	2,
7,	2,	1,	58,	50,	1,	1,
9,	1,	1,	41,	39,	2,	1,
4,	1,	1,	37,	35,	2,	2,
4,	1,	1,	26,	21,	2,	2,
8,	1,	1,	49,	45,	2,	1,
2,	1,	1,	40,	32,	2,	2,
9,	2,	1,	40,	37,	1,	1,
1,	2,	1,	60,	60,	2,	1,
4,	2,	1,	36,	36,	2,	2,
4,	2,	1,	38,	34,	2,	2,
4,	2,	1,	66,	50,	2,	2,
4,	2,	2,	56,	48,	2,	1,
8,	2,	2,	65,	51,	1,	1,
7,	2,	1,	37,	37,	2,	2,
7,	2,	1,	43,	40,	2,	2,
5,	2,	2,	51,	43,	2,	2,
1,	1,	1,	45,	41,	1,	1,
4,	1,	1,	48,	46,	1,	1,
1,	2,	2,	53,	53,	2,	1,
1,	2,	1,	63,	48,	2,	2,
1,	2,	2,	51,	48,	2,	2,
1,	2,	1,	51,	42,	2,	1,
4,	1,	1,	36,	32,	2,	1,
8,	1,	1,	43,	40,	2,	1,
5,	1,	1,	28,	28,	2,	1,
5,	1,	1,	40,	35,	1,	2,
9,	2,	1,	78,	37,	2,	1,
8,	1,	1,	40,	36,	2,	1,
9,	2,	1,	117,	47,	2,	1,
9,	2,	1,	59,	54,	2,	1,
9,	2,	1,	73,	42,	2,	2,
9,	2,	1,	50,	46,	2,	2,
9,	2,	1,	41,	41,	1,	1,
1,	2,	1,	47,	42,	1,	1,
1,	2,	1,	48,	45,	2,	2,
1,	2,	1,	89,	53,	1,	1,
1,	2,	1,	46,	46,	2,	2,
1,	2,	1,	35,	32,	2,	2,
4,	2,	1,	51,	45,	1,	2,
4,	2,	1,	47,	40,	2,	2,
8,	1,	1,	26,	26,	2,	2,
2,	2,	1,	36,	36,	2,	2,
5,	2,	1,	87,	47,	1,	1,
5,	2,	1,	42,	40,	2,	2,
1,	1,	1,	25,	25,	2,	1,
4,	1,	1,	38,	25,	1,	1,
9,	1,	1,	35,	30,	2,	2,
1,	2,	1,	96,	56,	2,	2,
1,	2,	1,	78,	47,	2,	1,
1,	2,	1,	97,	47,	1,	1,
1,	2,	1,	45,	40,	1,	1,
5,	1,	1,	37,	33,	2,	1,
9,	2,	1,	61,	50,	2,	2,
1,	1,	1,	70,	32,	2,	2,
1,	1,	1,	35,	32,	1,	1,
1,	2,	1,	54,	48,	2,	2,
5,	2,	1,	70,	50,	2,	2,
1,	1,	1,	45,	40,	2,	2,
7,	1,	1,	42,	37,	1,	1,
5,	1,	1,	34,	31,	1,	1,
1,	2,	1,	60,	51,	2,	2,
1,	2,	1,	35,	35,	2,	2,
4,	2,	1,	42,	38,	2,	2,
7,	2,	1,	45,	40,	1,	1,
5,	2,	1,	59,	59,	1,	1,
4,	2,	2,	48,	40,	2,	1,
8,	2,	1,	61,	49,	1,	1,
8,	2,	1,	36,	33,	2,	2,
1,	1,	1,	38,	34,	2,	1,
5,	1,	1,	38,	30,	1,	1,
8,	2,	1,	32,	32,	1,	1,
1,	1,	1,	42,	33,	1,	1,
1,	1,	1,	46,	41,	2,	1,
1,	1,	1,	36,	36,	2,	2,
1,	1,	1,	32,	29,	1,	1,
1,	2,	1,	55,	51,	1,	1,
1,	2,	2,	50,	45,	2,	1,
4,	2,	1,	51,	45,	2,	2,
4,	2,	1,	52,	48,	2,	2,
4,	2,	1,	35,	32,	2,	2,
8,	2,	1,	55,	49,	2,	1,
5,	2,	1,	60,	53,	2,	1,
9,	2,	1,	56,	38,	2,	2,
4,	2,	1,	58,	54,	2,	1,
4,	2,	1,	56,	39,	2,	1,
5,	2,	1,	43,	42,	2,	1,
5,	2,	1,	51,	47,	2,	2,
5,	1,	1,	39,	36,	2,	1,
6,	1,	1,	34,	30,	2,	1,
1,	2,	2,	45,	40,	2,	1,
4,	2,	1,	33,	33,	2,	1,
9,	1,	1,	39,	34,	2,	1,
1,	1,	1,	37,	31,	1,	1,
4,	1,	1,	34,	31,	2,	2,
7,	2,	1,	60,	57,	2,	1,
3,	2,	1,	38,	38,	2,	2,
3,	1,	1,	42,	36,	2,	1,
3,	2,	1,	43,	38,	1,	2,
1,	2,	1,	41,	38,	2,	1,
1,	2,	1,	36,	36,	2,	1,
1,	1,	1,	40,	40,	1,	1,
1,	2,	1,	45,	42,	2,	2,
4,	2,	1,	55,	49,	1,	1,
4,	2,	1,	52,	50,	2,	2,
4,	2,	1,	45,	41,	2,	2,
4,	2,	1,	43,	38,	2,	1,
4,	2,	1,	54,	49,	2,	2,
8,	2,	1,	26,	26,	2,	1,
5,	2,	1,	42,	39,	2,	1,
9,	1,	1,	39,	24,	2,	2,
9,	1,	1,	41,	36,	2,	1,
9,	1,	1,	68,	60,	2,	1,
9,	1,	1,	33,	29,	2,	2,
1,	1,	1,	37,	33,	2,	1,
1,	1,	1,	31,	24,	2,	1,
1,	1,	1,	30,	28,	2,	2,
1,	1,	1,	40,	35,	2,	2,
1,	1,	1,	30,	30,	2,	1,
1,	1,	1,	41,	41,	2,	1,
4,	1,	1,	30,	26,	2,	2,
4,	1,	1,	37,	37,	2,	1,
4,	1,	1,	35,	31,	2,	2,
4,	1,	1,	44,	35,	2,	2,
4,	1,	1,	40,	40,	2,	2,
8,	1,	1,	27,	27,	2,	2,
8,	1,	1,	30,	30,	2,	1,
8,	1,	1,	25,	25,	2,	2,
2,	1,	1,	42,	32,	1,	1,
7,	1,	1,	30,	26,	1,	1,
5,	1,	1,	33,	30,	2,	2,
5,	1,	1,	27,	27,	2,	1,
4,	2,	1,	54,	50,	2,	2,
4,	2,	1,	87,	87,	1,	1,
4,	2,	1,	51,	47,	2,	1,
4,	2,	1,	32,	32,	1,	1,
4,	2,	1,	47,	40,	1,	2,
8,	2,	1,	59,	55,	1,	2,
8,	2,	1,	47,	42,	2,	2,
8,	2,	1,	36,	36,	1,	2,
8,	2,	1,	41,	40,	2,	2,
8,	2,	1,	47,	38,	2,	2,
2,	2,	1,	58,	43,	2,	1,
6,	1,	1,	70,	40,	2,	2,
9,	2,	1,	47,	43,	2,	1,
9,	2,	1,	32,	29,	1,	2,
9,	2,	1,	61,	50,	2,	1,
9,	2,	1,	39,	39,	2,	2,
1,	2,	1,	58,	58,	1,	2,
3,	2,	1,	53,	43,	1,	1,
3,	2,	1,	50,	47,	1,	2,
7,	2,	1,	66,	66,	2,	2,
5,	2,	1,	58,	58,	1,	1,
5,	2,	1,	50,	44,	1,	1,
5,	2,	2,	50,	42,	1,	2,
5,	2,	1,	58,	42,	2,	2,
5,	2,	1,	52,	46,	2,	2,
5,	1,	1,	27,	25,	2,	2,
9,	1,	1,	45,	43,	2,	2,
9,	2,	1,	46,	44,	2,	1,
3,	2,	1,	30,	30,	2,	2,
3,	2,	1,	55,	52,	2,	2,
1,	2,	1,	50,	50,	2,	2,
1,	2,	1,	76,	46,	2,	2,
1,	1,	1,	81,	72,	2,	1,
1,	2,	1,	58,	10,	2,	1,
1,	2,	1,	33,	33,	1,	1,
1,	2,	1,	52,	47,	2,	2,
1,	2,	1,	53,	50,	2,	1,
1,	1,	1,	40,	36,	2,	1,
1,	1,	1,	37,	35,	2,	2,
1,	2,	1,	56,	56,	1,	1,
1,	2,	1,	52,	47,	2,	1,
1,	2,	1,	38,	38,	2,	2,
1,	2,	1,	68,	55,	2,	1,
1,	2,	1,	52,	46,	2,	2,
4,	1,	1,	45,	43,	2,	1,
4,	2,	1,	47,	42,	2,	1,
4,	1,	1,	38,	35,	1,	1,
4,	2,	1,	38,	38,	1,	1,
8,	2,	1,	55,	50,	2,	2,
8,	2,	1,	42,	42,	2,	1,
7,	2,	1,	30,	30,	1,	1,
5,	1,	1,	79,	63,	2,	2,
9,	1,	1,	36,	36,	2,	1,
1,	1,	1,	29,	29,	2,	2,
4,	1,	1,	33,	30,	2,	2,
4,	1,	1,	36,	30,	2,	2,
8,	1,	1,	28,	28,	1,	1,
6,	1,	1,	20,	20,	1,	2,
3,	2,	1,	51,	46,	1,	1,
1,	2,	1,	73,	50,	2,	2,
1,	2,	1,	61,	43,	2,	1,
1,	2,	1,	57,	43,	2,	1,
1,	1,	1,	30,	27,	1,	1,
4,	2,	1,	50,	45,	1,	1,
4,	2,	1,	70,	46,	2,	2,
4,	2,	1,	50,	50,	2,	1,
8,	1,	1,	32,	32,	2,	2,
8,	2,	1,	49,	41,	1,	1,
5,	1,	1,	53,	42,	2,	1,
5,	2,	1,	40,	38,	2,	1,
5,	2,	1,	52,	49,	2,	2,
6,	2,	1,	57,	40,	2,	1,
9,	1,	1,	63,	43,	2,	2,
9,	1,	1,	34,	30,	2,	2,
9,	1,	1,	45,	38,	2,	1,
1,	1,	1,	33,	30,	2,	2,
4,	1,	1,	36,	31,	2,	1,
4,	1,	1,	35,	32,	2,	2,
4,	1,	1,	52,	35,	1,	2,
4,	1,	1,	40,	32,	2,	1,
8,	1,	1,	27,	24,	2,	1,
8,	1,	1,	41,	40,	2,	2,
7,	1,	1,	45,	37,	2,	2,
7,	1,	1,	30,	25,	2,	2,
7,	1,	1,	31,	26,	1,	2,
5,	1,	1,	32,	30,	1,	1,
6,	1,	1,	39,	35,	2,	2,
9,	2,	1,	42,	39,	2,	1,
9,	2,	1,	47,	41,	2,	2,
3,	2,	1,	36,	32,	2,	2,
3,	1,	1,	40,	38,	2,	2,
1,	1,	1,	26,	26,	1,	1,
1,	2,	1,	61,	57,	2,	1,
1,	2,	1,	99,	73,	2,	2,
1,	2,	1,	40,	40,	2,	2,
1,	2,	1,	33,	30,	2,	1,
1,	1,	1,	50,	34,	2,	2,
1,	2,	1,	39,	34,	2,	2,
1,	2,	1,	45,	36,	1,	2,
1,	2,	1,	45,	39,	2,	2,
1,	2,	1,	43,	43,	1,	2,
1,	2,	1,	47,	41,	2,	1,
4,	2,	1,	35,	35,	1,	2,
4,	1,	1,	32,	29,	1,	1,
4,	2,	1,	46,	46,	1,	2,
4,	2,	1,	57,	49,	2,	2,
4,	2,	1,	58,	47,	2,	2,
4,	2,	1,	66,	57,	2,	2,
4,	2,	1,	68,	47,	2,	1,
4,	2,	1,	73,	57,	2,	1,
4,	2,	1,	89,	67,	2,	2,
4,	2,	1,	48,	45,	2,	2,
8,	2,	1,	45,	39,	2,	2,
2,	2,	1,	40,	38,	1,	2,
